Date,Open,High,Low,Close,Adj Close,Volume,Diff,Label,Open_fdiff,High_fdiff,Low_fdiff,Close_fdiff,Adj Close_fdiff,Volume_fdiff
2014-01-03,19.7450008392334,19.774999618530273,19.301071166992188,19.320714950561523,16.916717529296875,392467600,-0.4339275360107422,0,19.7450008392334,19.774999618530273,19.301071166992188,19.320714950561523,16.916717529296875,392467600.0
2014-01-06,19.194643020629883,19.5285701751709,19.05714225769043,19.426071166992188,17.008968353271484,412610800,0.10535621643066406,1,9.322142601013184,9.641070365905762,9.406606674194336,9.765713691711426,8.550609588623047,216377000.0
2014-01-07,19.440000534057617,19.498571395874023,19.211429595947266,19.28714370727539,16.887331008911133,317209200,-0.13892745971679688,0,7.374553918838501,7.26241135597229,7.270224571228027,7.1590187549591064,6.268257141113281,61845350.0
2014-01-08,19.243213653564453,19.484285354614258,19.238929748535156,19.409286499023438,16.994264602661133,258529600,0.12214279174804688,1,5.889820456504822,6.057990908622742,6.044755220413208,6.1299110651016235,5.367183208465576,23819425.0
2014-01-09,19.5285701751709,19.53071403503418,19.11964225769043,19.161428451538086,16.777254104614258,279148800,-0.24785804748535156,0,5.506008997559547,5.358253374695778,5.153729200363159,5.077047362923622,4.445335626602173,69113909.375
2014-01-10,19.27964210510254,19.314285278320312,18.96821403503418,19.033571243286133,16.665307998657227,304976000,-0.12785720825195312,0,4.605262167751789,4.591174460947514,4.530629053711891,4.534118019044399,3.9699603617191315,86410679.6875
2014-01-13,18.925357818603516,19.375,18.924285888671875,19.133214950561523,16.752546310424805,378492800,0.09964370727539062,1,3.9526093248277903,4.3575610015541315,4.1804275289177895,4.327359082177281,3.7889187932014465,143231137.109375
2014-01-14,19.222143173217773,19.526071548461914,19.2021427154541,19.51392936706543,17.085893630981445,332561600,0.38071441650390625,1,4.133925925008953,4.190218917094171,4.195338265970349,4.375271779485047,3.8308766148984432,54188212.6953125
2014-01-15,19.768571853637695,20.007143020629883,19.7021427154541,19.90571403503418,17.428924560546875,391638800,0.39178466796875,1,4.331373584049288,4.345959975908045,4.323348829057068,4.3267808356904425,3.78841242659837,122719998.6694336
2014-01-16,19.81785774230957,19.887500762939453,19.702856063842773,19.79464340209961,17.33167839050293,229278000,-0.11107063293457031,0,3.8862795933673624,3.75854477941175,3.84082065342227,3.765337333054049,3.296834042412229,-71410410.06469727
2014-01-17,19.695714950561523,19.716785430908203,19.282142639160156,19.309642791748047,16.907028198242188,426739600,-0.4850006103515625,0,3.6733980807184707,3.58398031865363,3.3483856059319805,3.266492377151735,2.860060522216372,200691582.3059082
2014-01-21,19.32107162475586,19.645357131958008,19.30071449279785,19.609643936157227,17.169694900512695,328526800,0.3000011444091797,1,3.318014328571735,3.579441283509368,3.539306642545853,3.787327307567466,3.316081466007745,21081887.908935547
2014-01-22,19.675357818603516,19.903213500976562,19.56464385986328,19.696786880493164,17.246000289916992,379985200,0.0871429443359375,1,3.8520372674101964,3.880696408887161,3.8239683438441716,3.768251532514114,3.2993872657825705,104506185.37597656
2014-01-23,19.640714645385742,19.875,19.457500457763672,19.863571166992188,17.39203453063965,403239200,0.16678428649902344,1,3.67761668926687,3.732922691939166,3.5934271513542626,3.8728674211597536,3.3909863127337303,105887326.5625
2014-01-24,19.78571319580078,19.843570709228516,19.45535659790039,19.502500534057617,17.075889587402344,429354800,-0.3610706329345703,0,3.8138556770572904,3.6870387934613973,3.6146137980686035,3.406665311398683,2.9827894548361655,115092433.54492188
2014-01-27,19.645357131958008,19.814285278320312,19.491071701049805,19.66071319580078,17.214420318603516,554878800,0.15821266174316406,1,3.5913264172850177,3.6603985642432235,3.6478468654095195,3.7105551946733613,3.248871383984806,222049830.078125
