Date,Open,High,Low,Close,Adj Close,Volume,Diff,Label,Close_diff,Volume_diff
2014-01-02,19.845714569091797,19.89392852783203,19.71500015258789,19.754642486572266,17.29665756225586,234684800,,0,19.754642486572266,234684800.0
2014-01-03,19.7450008392334,19.774999618530273,19.301071166992188,19.320714950561523,16.916717529296875,392467600,-0.4339275360107422,0,14.382054328918457,333796400.0
2014-01-06,19.194643020629883,19.5285701751709,19.05714225769043,19.426071166992188,17.008968353271484,412610800,0.10535621643066406,1,12.743894696235657,292492200.0
2014-01-07,19.440000534057617,19.498571395874023,19.211429595947266,19.28714370727539,16.8873291015625,317209200,-0.13892745971679688,0,11.53897687792778,164428337.5
2014-01-08,19.243213653564453,19.484285354614258,19.238929748535156,19.409286499023438,16.994266510009766,258529600,0.12214279174804688,1,10.96697654388845,110258367.1875
2014-01-09,19.5285701751709,19.53071403503418,19.11964225769043,19.161428451538086,16.77725601196289,279148800,-0.24785804748535156,0,10.155114044900984,140839823.6328125
2014-01-10,19.27964210510254,19.314285278320312,18.96821403503418,19.033571243286133,16.665311813354492,304976000,-0.12785720825195312,0,9.652648001268972,161785164.84375
2014-01-13,18.925357818603516,19.375,18.924285888671875,19.133214950561523,16.75255012512207,378492800,0.09964370727539062,1,9.450506520675845,225314273.96850586
2014-01-14,19.222143173217773,19.526071548461914,19.2021427154541,19.51392936706543,17.085895538330078,332561600,0.38071441650390625,1,9.531136789935317,155377306.78901672
2014-01-15,19.768571853637695,20.007143020629883,19.7021427154541,19.90571403503418,17.428936004638672,391638800,0.39178466796875,1,9.575957062782322,214704480.08275032
2014-01-16,19.81785774230957,19.887500762939453,19.702856063842773,19.79464340209961,17.331680297851562,229278000,-0.11107063293457031,0,9.341567401371265,36953034.21164751
2014-01-17,19.695714950561523,19.716785430908203,19.282142639160156,19.309642791748047,16.907032012939453,426739600,-0.4850006103515625,0,8.830682434466326,270309283.44658613
2014-01-21,19.32107162475586,19.645357131958008,19.30071449279785,19.609643936157227,17.169700622558594,328526800,0.3000011444091797,1,9.231157553860271,135599773.85095358
2014-01-22,19.675357818603516,19.903213500976562,19.56464385986328,19.696786880493164,17.246000289916992,379985200,0.0871429443359375,1,9.27170521992025,199400486.07182503
2014-01-23,19.640714645385742,19.875,19.457500457763672,19.863571166992188,17.39202880859375,403239200,0.16678428649902344,1,9.403184844983286,211640108.66909027
2014-01-24,19.78571319580078,19.843570709228516,19.45535659790039,19.502500534057617,17.075897216796875,429354800,-0.3610706329345703,0,8.981643525721267,227685071.77591324
2014-01-27,19.645357131958008,19.814285278320312,19.491071701049805,19.66071319580078,17.21441650390625,554878800,0.15821266174316406,1,9.20019625479489,342082818.7321663
2014-01-28,18.170000076293945,18.39285659790039,17.93107032775879,18.08928680419922,15.838517189025879,1065523200,-1.5714263916015625,0,7.603939840108467,816727989.2800331
