Date,Open,High,Low,Close,Adj Close,Volume,Diff,Label,Open_fdiff,High_fdiff,Low_fdiff,Close_fdiff,Adj Close_fdiff,Volume_fdiff
2014-01-03,19.7450008392334,19.774999618530273,19.301071166992188,19.320714950561523,16.916717529296875,392467600,-0.4339275360107422,0,19.7450008392334,19.774999618530273,19.301071166992188,19.320714950561523,16.916717529296875,392467600.0
2014-01-06,19.194643020629883,19.5285701751709,19.05714225769043,19.426071166992188,17.008968353271484,412610800,0.10535621643066406,1,2.411392307281492,2.719820499420166,2.6512317657470703,3.003463459014892,2.6297584533691385,79013339.99999994
2014-01-07,19.440000534057617,19.498571395874023,19.211429595947266,19.28714370727539,16.887331008911133,317209200,-0.13892745971679688,0,1.8658101630210844,1.6386305212974541,1.7824153900146449,1.5432876372337319,1.3512671661376938,-58529789.50000006
2014-01-08,19.243213653564453,19.484285354614258,19.238929748535156,19.409286499023438,16.994264602661133,258529600,0.12214279174804688,1,1.0130362490415585,1.1823017662763569,1.2226518464088443,1.3046523393392562,1.1423092279434197,-46993085.474999964
2014-01-09,19.5285701751709,19.53071403503418,19.11964225769043,19.161428451538086,16.777254104614258,279148800,-0.24785804748535156,0,1.2041157755985843,0.9890604136362668,0.8225918352007895,0.7054742921486472,0.6177014484167103,23938253.82593748
2014-01-10,19.27964210510254,19.314285278320312,18.96821403503418,19.033571243286133,16.665307998657227,304976000,-0.12785720825195312,0,0.5630201246593458,0.5744069409131249,0.6105192636343837,0.622639206582889,0.5451696841834774,34799023.19965309
2014-01-13,18.925357818603516,19.375,18.924285888671875,19.133214950561523,16.752546310424805,378492800,0.09964370727539062,1,0.29526032000820734,0.7057236068728905,0.5917571420671628,0.7341457217942633,0.642792477360679,85322293.92136788
2014-01-14,19.222143173217773,19.526071548461914,19.2021427154541,19.51392936706543,17.085893630981445,332561600,0.38071441650390625,1,0.8226420465479549,0.736424873567163,0.8380035515003712,0.9619542831367554,0.8422652202821652,-25456284.249966145
2014-01-15,19.768571853637695,20.007143020629883,19.7021427154541,19.90571403503418,17.428924560546875,391638800,0.39178466796875,1,1.0803472783240338,1.0272064742543208,1.0473285208083674,0.9669556979130718,0.8466360138177755,66750067.43311423
2014-01-16,19.81785774230957,19.887500762939453,19.702856063842773,19.79464340209961,17.33167839050293,229278000,-0.11107063293457031,0,0.6069102301218621,0.4401468289442114,0.5597229589056383,0.4497496086755852,0.39379278507849946,-145541622.25108397
2014-01-17,19.695714950561523,19.716785430908203,19.282142639160156,19.309642791748047,16.907028198242188,426739600,-0.4850006103515625,0,0.40731691427483696,0.3382860670926533,0.10226298359014052,0.025711351321344722,0.022516234389851064,186489661.0127561
2014-01-21,19.32107162475586,19.645357131958008,19.30071449279785,19.609643936157227,17.169694900512695,328526800,0.3000011444091797,1,0.11926225109694855,0.40651668622678017,0.46377406529127896,0.7313816407856102,0.640372968397994,-70463091.95877749
2014-01-22,19.675357818603516,19.903213500976562,19.56464385986328,19.696786880493164,17.246000289916992,379985200,0.0871429443359375,1,0.7916024451363306,0.7317751880992596,0.7310580402211002,0.5893163853992505,0.5159948754176931,55014422.62365425
2014-01-23,19.640714645385742,19.875,19.457500457763672,19.863571166992188,17.39203453063965,403239200,0.16678428649902344,1,0.47738036953806073,0.4901606334328612,0.40391656628889905,0.6714258106296214,0.5878858033519805,37424824.735964894
2014-01-24,19.78571319580078,19.843570709228516,19.45535659790039,19.502500534057617,17.075889587402344,429354800,-0.3610706329345703,0,0.6370014841098879,0.46822285308112654,0.4775852572676982,0.15915221976876381,0.13934933330004995,41194867.1270957
2014-01-27,19.645357131958008,19.814285278320312,19.491071701049805,19.66071319580078,17.214420318603516,554878800,0.15821266174316406,1,0.3702463326251504,0.4615143056326012,0.5158447145882832,0.6090829910707356,0.5333013946751173,142076809.750318
2014-01-28,18.170000076293945,18.39285659790039,17.93107032775879,18.08928680419922,15.838516235351562,1065523200,-1.5714263916015625,0,-0.9977990977772357,-0.935589489437362,-1.0753081081841955,-1.0805125896329741,-0.9460718663657417,543409858.4454176
2014-01-29,17.998214721679688,18.120357513427734,17.807857513427734,17.883928298950195,15.658712387084961,502810000,-0.20535850524902344,0,0.0884904480457962,0.001275402869790554,0.12485621040077532,0.04534428705319726,0.03970498030338554,-462618417.60981655
2014-01-30,17.947856903076172,18.08928680419922,17.739286422729492,17.849285125732422,15.628376007080078,678501600,-0.03464317321777344,0,0.2798346925463022,0.2934921877541008,0.2602793466637081,0.2850241198960255,0.24955650768945858,155120241.78183132
2014-01-31,17.684999465942383,17.911785125732422,17.626785278320312,17.878570556640625,15.654019355773926,464797200,0.029285430908203125,1,0.10766377786426773,0.19489926754417297,0.2521133036550758,0.39511392762592124,0.34595308566002814,-186932490.62163353
