,hidden_units,num_layers,num_epochs,sequence_length,downside_dev_list,cum_ret_list,std_downside_deviation,overall_downside_deviation,overall_cumulative_return
0,100,2,5,10,"[0.009237638155220253, 0.012185857422087608, 0.009563151864529697, 0.006743847741174675, 0.014521880850135432, 0.009292550380890585, 0.01987394460240044, 0.010276023975028126, 0.016009751000240414, 0.008192302484387366]","[1.3860527194509635, 0.8890728713835108, 1.2414648815810023, 1.475749969482422, 0.8599581932090686, 2.03316053932092, 1.6355003905004115, 1.4376776990565392, 0.7138618570251167, 1.4817979653067745]",0.003857265547228158,0.012212725189572731,9.818128233542305
1,100,2,5,20,"[0.00800187299119677, 0.012736767062280838, 0.008540424400719147, 0.006789620148427861, 0.014566658017883082, 0.009305710182024496, 0.019948047197206185, 0.010360430154806427, 0.016108132759259167, 0.007859034930747483]","[1.6321272854033753, 0.8205344229246876, 1.252722488483801, 1.4518614871375217, 0.8857885973299026, 1.985333387303117, 1.6570951017492757, 1.3561792833243005, 0.7150125829181991, 1.5393779423449068]",0.004074688079203531,0.012124383391292308,10.595413353845135
2,100,2,5,30,"[0.007972962517436897, 0.012949165130191677, 0.008258542084317165, 0.007099260679707465, 0.01454296319872373, 0.009192408057672028, 0.020006861172961885, 0.01039059328677824, 0.016105730029370328, 0.007874863818749443]","[1.6553957390079523, 0.7418161416805193, 1.3820939633577012, 1.285056422622453, 0.9335245170465029, 2.0326295969541794, 1.6230405880891727, 1.3355829127134795, 0.7339257823907172, 1.5236625344201238]",0.004085501974612601,0.012144630120625525,10.031895971615294
3,100,2,10,10,"[0.009237638155220253, 0.012185857422087608, 0.009563151864529697, 0.006743847741174675, 0.014521880850135432, 0.009292550380890585, 0.01987394460240044, 0.010276023975028126, 0.016009751000240414, 0.00809188195094987]","[1.3860527194509635, 0.8890728713835108, 1.2414648815810023, 1.475749969482422, 0.8599581932090686, 2.03316053932092, 1.6355003905004115, 1.4376776990565392, 0.7138618570251167, 1.5201485146071105]",0.0038662176190734296,0.01220603645349495,10.072232112527937
4,100,2,10,20,"[0.00800187299119677, 0.012736767062280838, 0.008540424400719147, 0.006789620148427861, 0.014566658017883082, 0.009305710182024496, 0.019948047197206185, 0.010360430154806427, 0.016108132759259167, 0.006492990971191216]","[1.6321272854033753, 0.8205344229246876, 1.252722488483801, 1.4518614871375217, 0.8857885973299026, 1.985333387303117, 1.6570951017492757, 1.3561792833243005, 0.7150125829181991, 1.6862479151215988]",0.004212407026410835,0.012043358420960071,11.606307448161312
5,100,2,10,30,"[0.007972962517436897, 0.012949165130191677, 0.008258542084317165, 0.007099260679707465, 0.01454296319872373, 0.009192408057672028, 0.020006861172961885, 0.01039059328677824, 0.016105730029370328, 0.004768026049370372]","[1.6553957390079523, 0.7418161416805193, 1.3820939633577012, 1.285056422622453, 0.9335245170465029, 2.0326295969541794, 1.6230405880891727, 1.3355829127134795, 0.7339257823907172, 1.60460776607161]",0.004446896986112074,0.011982021773955371,10.564844787368019
6,100,2,20,10,"[0.009237638155220253, 0.012185857422087608, 0.009563151864529697, 0.006743847741174675, 0.014521880850135432, 0.009292550380890585, 0.01987394460240044, 0.010276023975028126, 0.016009751000240414, 0.003617754767843686]","[1.3860527194509635, 0.8890728713835108, 1.2414648815810023, 1.475749969482422, 0.8599581932090686, 2.03316053932092, 1.6355003905004115, 1.4376776990565392, 0.7138618570251167, 1.157931806373887]",0.004457598906394967,0.011989769173030816,7.672249002125235
7,100,2,20,20,"[0.00800187299119677, 0.012736767062280838, 0.008540424400719147, 0.006789620148427861, 0.014566658017883082, 0.009305710182024496, 0.019948047197206185, 0.010360430154806427, 0.016108132759259167, 0.0030627434448314847]","[1.6321272854033753, 0.8205344229246876, 1.252722488483801, 1.4518614871375217, 0.8857885973299026, 1.985333387303117, 1.6570951017492757, 1.3561792833243005, 0.7150125829181991, 1.198507636600615]",0.004700102878412856,0.011906660870707285,8.249230723794732
8,100,2,20,30,"[0.007972962517436897, 0.012949165130191677, 0.008258542084317165, 0.007099260679707465, 0.01454296319872373, 0.009192408057672028, 0.020006861172961885, 0.01039059328677824, 0.016105730029370328, 0.0029396483882245085]","[1.6553957390079523, 0.7418161416805193, 1.3820939633577012, 1.285056422622453, 0.9335245170465029, 2.0326295969541794, 1.6230405880891727, 1.3355829127134795, 0.7339257823907172, 1.1940918270274417]",0.004733041795544555,0.011923141133881127,7.861980404902648
9,100,2,30,10,"[0.009237638155220253, 0.012185857422087608, 0.009563151864529697, 0.006743847741174675, 0.014521880850135432, 0.009292550380890585, 0.01987394460240044, 0.010276023975028126, 0.016009751000240414, 0.0028042770721724273]","[1.3860527194509635, 0.8890728713835108, 1.2414648815810023, 1.475749969482422, 0.8599581932090686, 2.03316053932092, 1.6355003905004115, 1.4376776990565392, 0.7138618570251167, 1.1192950117274132]",0.004599164966092771,0.011967989513968711,7.41624851268362
10,100,2,30,20,"[0.00800187299119677, 0.012736767062280838, 0.008540424400719147, 0.006789620148427861, 0.014566658017883082, 0.009305710182024496, 0.019948047197206185, 0.010360430154806427, 0.016108132759259167, 0.006649999793451007]","[1.6321272854033753, 0.8205344229246876, 1.252722488483801, 1.4518614871375217, 0.8857885973299026, 1.985333387303117, 1.6570951017492757, 1.3561792833243005, 0.7150125829181991, 1.5000105447136198]",0.004194771987056134,0.012051912308120968,10.324450753242134
11,100,2,30,30,"[0.007972962517436897, 0.012949165130191677, 0.008258542084317165, 0.007099260679707465, 0.01454296319872373, 0.009192408057672028, 0.020006861172961885, 0.01039059328677824, 0.016105730029370328, 0.0036605912987150396]","[1.6553957390079523, 0.7418161416805193, 1.3820939633577012, 1.285056422622453, 0.9335245170465029, 2.0326295969541794, 1.6230405880891727, 1.3355829127134795, 0.7339257823907172, 1.3650617428985752]",0.004614549309589533,0.011943054851355049,8.987657759007691
12,100,3,5,10,"[0.009237638155220253, 0.012185857422087608, 0.009563151864529697, 0.006743847741174675, 0.014521880850135432, 0.009292550380890585, 0.01987394460240044, 0.010276023975028126, 0.016009751000240414, 0.008192302484387366]","[1.3860527194509635, 0.8890728713835108, 1.2414648815810023, 1.475749969482422, 0.8599581932090686, 2.03316053932092, 1.6355003905004115, 1.4376776990565392, 0.7138618570251167, 1.4817979653067745]",0.003857265547228158,0.012212725189572731,9.818128233542305
13,100,3,5,20,"[0.00800187299119677, 0.012736767062280838, 0.008540424400719147, 0.006789620148427861, 0.014566658017883082, 0.009305710182024496, 0.019948047197206185, 0.010360430154806427, 0.016108132759259167, 0.007859034930747483]","[1.6321272854033753, 0.8205344229246876, 1.252722488483801, 1.4518614871375217, 0.8857885973299026, 1.985333387303117, 1.6570951017492757, 1.3561792833243005, 0.7150125829181991, 1.5393779423449068]",0.004074688079203531,0.012124383391292308,10.595413353845135
14,100,3,5,30,"[0.007972962517436897, 0.012949165130191677, 0.008258542084317165, 0.007099260679707465, 0.01454296319872373, 0.009192408057672028, 0.020006861172961885, 0.01039059328677824, 0.016105730029370328, 0.007874863818749443]","[1.6553957390079523, 0.7418161416805193, 1.3820939633577012, 1.285056422622453, 0.9335245170465029, 2.0326295969541794, 1.6230405880891727, 1.3355829127134795, 0.7339257823907172, 1.5236625344201238]",0.004085501974612601,0.012144630120625525,10.031895971615294
15,100,3,10,10,"[0.009237638155220253, 0.012185857422087608, 0.009563151864529697, 0.006743847741174675, 0.014521880850135432, 0.009292550380890585, 0.01987394460240044, 0.010276023975028126, 0.016009751000240414, 0.008192302484387366]","[1.3860527194509635, 0.8890728713835108, 1.2414648815810023, 1.475749969482422, 0.8599581932090686, 2.03316053932092, 1.6355003905004115, 1.4376776990565392, 0.7138618570251167, 1.4817979653067745]",0.003857265547228158,0.012212725189572731,9.818128233542305
16,100,3,10,20,"[0.00800187299119677, 0.012736767062280838, 0.008540424400719147, 0.006789620148427861, 0.014566658017883082, 0.009305710182024496, 0.019948047197206185, 0.010360430154806427, 0.016108132759259167, 0.007859034930747483]","[1.6321272854033753, 0.8205344229246876, 1.252722488483801, 1.4518614871375217, 0.8857885973299026, 1.985333387303117, 1.6570951017492757, 1.3561792833243005, 0.7150125829181991, 1.5393779423449068]",0.004074688079203531,0.012124383391292308,10.595413353845135
17,100,3,10,30,"[0.007972962517436897, 0.012949165130191677, 0.008258542084317165, 0.007099260679707465, 0.01454296319872373, 0.009192408057672028, 0.020006861172961885, 0.01039059328677824, 0.016105730029370328, 0.007874863818749443]","[1.6553957390079523, 0.7418161416805193, 1.3820939633577012, 1.285056422622453, 0.9335245170465029, 2.0326295969541794, 1.6230405880891727, 1.3355829127134795, 0.7339257823907172, 1.5236625344201238]",0.004085501974612601,0.012144630120625525,10.031895971615294
18,100,3,20,10,"[0.009237638155220253, 0.012185857422087608, 0.009563151864529697, 0.006743847741174675, 0.014521880850135432, 0.009292550380890585, 0.01987394460240044, 0.010276023975028126, 0.016009751000240414, 0.0032538126091527842]","[1.3860527194509635, 0.8890728713835108, 1.2414648815810023, 1.475749969482422, 0.8599581932090686, 2.03316053932092, 1.6355003905004115, 1.4376776990565392, 0.7138618570251167, 1.1622412300419067]",0.00451985358852797,0.011979348031456439,7.700802472420032
19,100,3,20,20,"[0.00800187299119677, 0.012736767062280838, 0.008540424400719147, 0.006789620148427861, 0.014566658017883082, 0.009305710182024496, 0.019948047197206185, 0.010360430154806427, 0.016108132759259167, 0.007859034930747483]","[1.6321272854033753, 0.8205344229246876, 1.252722488483801, 1.4518614871375217, 0.8857885973299026, 1.985333387303117, 1.6570951017492757, 1.3561792833243005, 0.7150125829181991, 1.5393779423449068]",0.004074688079203531,0.012124383391292308,10.595413353845135
20,100,3,20,30,"[0.007972962517436897, 0.012949165130191677, 0.008258542084317165, 0.007099260679707465, 0.01454296319872373, 0.009192408057672028, 0.020006861172961885, 0.01039059328677824, 0.016105730029370328, 0.004110844740947933]","[1.6553957390079523, 0.7418161416805193, 1.3820939633577012, 1.285056422622453, 0.9335245170465029, 2.0326295969541794, 1.6230405880891727, 1.3355829127134795, 0.7339257823907172, 1.3084045665754027]",0.004544202840331279,0.011957677366300856,8.614623123004224
21,100,3,30,10,"[0.009237638155220253, 0.012185857422087608, 0.009563151864529697, 0.006743847741174675, 0.014521880850135432, 0.009292550380890585, 0.01987394460240044, 0.010276023975028126, 0.016009751000240414, 0.0043904761254627885]","[1.3860527194509635, 0.8890728713835108, 1.2414648815810023, 1.475749969482422, 0.8599581932090686, 2.03316053932092, 1.6355003905004115, 1.4376776990565392, 0.7138618570251167, 1.2147310915724694]",0.004331582412832744,0.012015516478356537,8.048590904806797
