Date,Open,High,Low,Close,Adj Close,Volume,Diff,Label,Open_fdiff,High_fdiff,Low_fdiff,Close_fdiff,Adj Close_fdiff,Volume_fdiff
2014-01-03,177.65774536132812,179.11090087890625,177.1510467529297,178.43212890625,116.2093276977539,4250107,1.061187744140625,1,177.65774536132812,179.11090087890625,177.1510467529297,178.43212890625,116.2093276977539,4250107.0
2014-01-06,178.91969299316406,179.12045288085938,177.1510467529297,177.8202667236328,115.81078338623047,4254919,-0.6118621826171875,0,45.67638397216797,44.78727722167969,44.28776168823242,43.99617004394531,28.65378761291504,1067338.75
2014-01-07,178.193115234375,181.97897338867188,178.18356323242188,181.3671112060547,118.12076568603516,6205186,3.546844482421875,1,27.34793186187744,30.846986770629883,28.71236753463745,31.27389907836914,20.368053674697876,2615549.21875
2014-01-08,181.0038299560547,181.08985900878906,179.0248565673828,179.70362854003906,117.03742218017578,4815470,-1.663482666015625,0,23.645516633987427,20.816566944122314,21.859310746192932,20.03764009475708,13.050160109996796,-403337.9609375
2014-01-09,180.70745849609375,181.16635131835938,178.34608459472656,179.1395721435547,116.67005920410156,4520080,-0.564056396484375,0,17.356318399310112,17.35599336028099,16.560291297733784,16.491952061653137,10.740884449332952,67147.39892578125
2014-01-10,180.0286865234375,180.27725219726562,178.08795166015625,179.0248565673828,116.59532928466797,4207430,-0.114715576171875,0,14.099625948816538,13.82290617376566,14.161922032013535,14.282717816531658,9.302035662345588,-30663.254272460938
2014-01-13,178.06883239746094,178.72848510742188,175.77438354492188,176.06118774414062,114.6651840209961,6050796,-2.9636688232421875,0,10.767495217267424,11.09358834195882,10.257876108167693,9.648628516122699,6.283991247066297,2043251.0316619873
2014-01-14,176.92160034179688,178.23135375976562,175.7935028076172,177.74378967285156,115.76097106933594,4831683,1.6826019287109375,1,9.753251112648286,10.45801897183992,10.68553219299065,12.225012549431995,7.961856965761399,-547151.3446464539
2014-01-15,177.64817810058594,180.35372924804688,177.33270263671875,179.48374938964844,116.8941879272461,5038059,1.739959716796875,1,10.461549502808339,12.05348474598577,11.379731194758278,11.932569535099901,7.771451174142385,394335.65545094013
2014-01-16,179.28298950195312,180.67877197265625,178.5850830078125,180.45889282226562,117.52928924560547,4989734,0.9751434326171875,1,10.875952850813519,10.044275000125708,10.719404193191167,10.712861207166497,6.977081725164453,223541.12927797437
