start_date,end_date,start_time,end_time,Open,High,Low,Close,Volume,dollar
2015-01-06,2015-01-06,14:46:16.183,15:12:09.269,106.6,107.05,106.4001,106.71,4681970,500004941.0136163
2015-01-06,2015-01-06,15:12:09.269,15:36:25.879,106.71,107.43,106.7,106.99,4665818,500017818.003418
2015-01-06,2015-01-06,15:36:25.879,15:57:53.289,106.99,107.1,106.05,106.28,4687905,500011471.3940186
2015-01-06,2015-01-07,15:57:53.290,9:21:15.496,106.28,107.34,105.045,107.04,4706814,500200593.36261886
2015-01-07,2015-01-07,9:21:15.497,9:43:25.873,107.03,107.5,106.695,107.19,4663409,500005460.0910202
2015-01-07,2015-01-07,9:43:25.929,10:06:56.151,107.19,108.2,107.1645,108.023,4638820,500016841.16912234
2015-01-07,2015-01-07,10:06:56.293,10:41:40.543,108.02,108.15,107.28,107.42,4642003,500000961.9891205
2015-01-07,2015-01-07,10:41:40.557,11:30:52.281,107.41,107.99,107.11,107.3784,4823538,519107714.3581194
2015-01-07,2015-01-07,11:30:52.918,12:25:45.915,107.38,108.1,107.37,107.7047,4461175,500014026.91852236
2015-01-07,2015-01-07,12:25:46.167,13:42:51.127,107.7099,108.0,107.35,107.6101,4647803,500648534.9386229
2015-01-07,2015-01-07,13:42:51.142,14:58:15.773,107.62,107.96,107.36,107.43,4638178,500004124.98482156
2015-01-07,2015-01-07,14:58:15.773,15:56:47.481,107.43,107.88,107.37,107.76,4643882,500034389.7447204
2015-01-07,2015-01-08,15:56:47.482,8:27:18.007,107.76,109.15,107.2685,108.99,4637374,500010054.8258198
2015-01-08,2015-01-08,8:27:19.166,9:41:15.323,109.0,109.7,107.75,109.7,4578601,500009064.4791197
2015-01-08,2015-01-08,9:41:15.323,10:02:46.862,109.7,109.96,109.4851,109.96,4557093,500098106.4224192
2015-01-08,2015-01-08,10:02:46.862,10:28:48.233,109.96,110.41,108.85,110.1,4538871,500198485.10091877
2015-01-08,2015-01-08,10:28:48.234,11:02:16.780,110.1,110.47,109.8,110.42,4539884,500001012.18751955
2015-01-08,2015-01-08,11:02:16.938,11:35:38.241,110.4224,110.91,110.1,110.8865,4521109,500152856.9621196
2015-01-08,2015-01-08,11:35:38.243,12:03:43.929,110.88,111.6,110.7888,111.39,4493641,500000233.2141199
2015-01-08,2015-01-08,12:03:43.929,12:49:29.989,111.39,111.48,110.91,111.325,4495570,500007950.8535202
2015-01-08,2015-01-08,12:49:29.990,13:32:25.755,111.325,112.04,111.28,112.0,4475918,500006750.7705212
2015-01-08,2015-01-08,13:32:25.761,14:05:22.085,112.0,112.15,111.47,111.68,4468408,500082169.9904209
2015-01-08,2015-01-08,14:05:22.095,14:53:48.000,111.68,112.1,110.0891,111.96,4466561,500005581.7289212
2015-01-08,2015-01-08,14:53:48.011,15:40:23.464,111.96,112.15,111.775,111.85,4465582,500002295.84022164
2015-01-08,2015-01-08,15:40:23.464,15:59:14.017,111.85,112.06,111.57,111.8,4471222,500012095.6756219
2015-01-08,2015-01-08,15:59:14.027,16:00:00.175,111.81,111.91,111.785,111.89,5135694,574623791.9219218
2015-01-08,2015-01-09,16:00:00.840,9:30:00.545,111.89,112.76,109.4181,112.76,4328615,559976023.2522216
2015-01-09,2015-01-09,9:30:00.546,9:42:29.742,112.76,112.8,111.92,112.6312,3916295,500144069.1659208
2015-01-09,2015-01-09,9:42:29.794,9:55:17.713,112.6399,113.25,112.4697,112.72,4428926,500010864.51371896
2015-01-09,2015-01-09,9:55:17.714,10:17:00.462,112.72,112.74,111.8,111.81,4455028,500028183.31581753
2015-01-09,2015-01-09,10:17:00.505,10:40:11.639,111.81,111.91,110.92,110.92,4484180,500009707.53151655
2015-01-09,2015-01-09,10:40:11.646,11:05:53.352,110.92,111.46,110.6667,111.1199,4502008,500001725.72911716
2015-01-09,2015-01-09,11:05:53.791,11:37:06.622,111.12,111.22,110.21,111.18,4514227,500135117.41381794
2015-01-09,2015-01-09,11:37:06.665,12:29:08.072,111.1872,111.77,110.86,111.39,4489897,500003409.56501645
2015-01-09,2015-01-09,12:29:08.072,13:51:09.828,111.39,111.69,111.07,111.555,4490260,500045575.07541406
2015-01-09,2015-01-09,13:51:10.251,14:50:05.948,111.56,112.67,111.32,112.08,4475112,500010106.2966158
2015-01-09,2015-01-09,14:50:06.050,15:23:23.120,112.09,112.66,112.0,112.4,4448607,500010793.57901454
2015-01-09,2015-01-09,15:23:23.120,15:51:55.285,112.4,112.4591,111.81,112.025,4459409,500004813.608816
2015-01-09,2015-01-09,15:51:55.285,16:00:00.153,112.025,112.12,111.95,112.01,4821149,540036174.510416
2015-01-09,2015-01-12,16:00:00.280,9:39:53.794,112.03,113.22,110.84,111.23,4110196,500105655.60441506
2015-01-12,2015-01-12,9:39:53.892,9:59:11.058,111.22,111.5816,110.44,110.54,4509699,500007301.4389162
2015-01-12,2015-01-12,9:59:11.058,10:13:59.987,110.54,110.6567,109.36,109.85,4548227,500007914.369218
2015-01-12,2015-01-12,10:13:59.987,10:43:17.870,109.85,110.56,109.77,110.3799,4541256,500040128.9188203
2015-01-12,2015-01-12,10:43:18.045,11:30:08.314,110.38,110.73,110.12,110.46,4526457,500002399.3066216
2015-01-12,2015-01-12,11:30:09.152,12:34:40.886,110.4585,112.4,109.82,110.38,4538523,500005959.20972246
2015-01-12,2015-01-12,12:34:40.886,13:07:27.264,110.38,112.27,109.37,109.41,4547627,500007010.74732405
2015-01-12,2015-01-12,13:07:27.265,13:51:23.956,109.41,109.5174,108.91,109.3,4578825,500004364.20952296
2015-01-12,2015-01-12,13:51:24.100,14:49:35.420,109.3,109.42,108.8,109.091,4583065,500001302.3047223
2015-01-12,2015-01-12,14:49:35.426,15:38:14.831,109.091,109.485,108.82,109.02,4578311,500007135.188523
2015-01-12,2015-01-12,15:38:14.831,15:59:42.026,109.02,109.66,108.96,109.2,4573325,500009099.9516231
2015-01-12,2015-01-13,15:59:42.026,9:30:00.353,109.2,112.4375,109.17,111.5,4754699,523135956.11182266
2015-01-13,2015-01-13,9:30:00.354,9:40:05.865,111.4,111.76,111.16,111.32,4277242,500006862.23222333
2015-01-13,2015-01-13,9:40:06.055,9:56:46.671,111.32,112.0399,111.31,111.815,4479365,500864373.60822284
2015-01-13,2015-01-13,9:56:46.679,10:19:08.190,111.83,112.33,111.435,112.33,4455288,500014806.95142406
2015-01-13,2015-01-13,10:19:08.191,10:46:22.813,112.33,112.58,111.405,112.5,4450157,500038726.29372406
2015-01-13,2015-01-13,10:46:23.222,11:12:13.328,112.5,112.8,112.22,112.27,4442111,500005270.38222283
2015-01-13,2015-01-13,11:12:13.335,11:56:41.354,112.27,112.35,112.02,112.09,4455855,500003085.03252244
2015-01-13,2015-01-13,11:56:41.354,12:32:18.618,112.09,112.26,111.11,111.17,4479036,500001114.6343226
2015-01-13,2015-01-13,12:32:18.618,13:20:57.147,111.17,112.0,110.91,111.19,4495662,500000684.4500257
2015-01-13,2015-01-13,13:20:57.147,13:48:47.481,111.19,112.0,110.14,110.719,4523664,500072615.2688261
2015-01-13,2015-01-13,13:48:47.538,14:10:09.692,110.715,110.72,109.53,109.565,4546137,500014130.93642616
2015-01-13,2015-01-13,14:10:10.396,14:32:27.567,109.58,112.2151,108.91,109.9,4567071,500002949.85362756
2015-01-13,2015-01-13,14:32:27.567,15:05:28.808,109.9,111.1682,109.64,109.76,4546022,500038286.4622286
2015-01-13,2015-01-13,15:05:28.808,15:34:05.023,109.76,110.53,109.51,110.429,4540953,500009803.8389295
2015-01-13,2015-01-13,15:34:05.413,15:58:58.297,110.425,110.89,109.99,110.09,4527454,500004737.3452289
2015-01-13,2015-01-13,15:58:58.336,18:18:43.085,110.07,112.684,109.0,110.22,4535688,500394732.7238287
2015-01-13,2015-01-14,18:21:21.866,9:38:32.207,110.29,110.7,108.62,109.9399,4570780,500004492.43862695
2015-01-14,2015-01-14,9:38:32.412,10:02:13.587,109.9401,110.49,109.56,109.83,4551041,500554424.72902685
2015-01-14,2015-01-14,10:02:13.587,10:39:26.771,109.83,110.349,109.55,109.5501,4543624,500041707.2042279
2015-01-14,2015-01-14,10:39:26.780,11:24:50.852,109.55,109.965,109.05,109.33,4569867,500019206.85362846
2015-01-14,2015-01-14,11:24:51.895,12:12:53.393,109.3299,109.59,108.9,108.9,4579115,500039798.6377281
2015-01-14,2015-01-14,12:12:53.397,13:08:50.036,108.9,109.27,108.73,108.85,4586408,500020627.7039275
2015-01-14,2015-01-14,13:08:50.047,14:03:36.179,108.85,109.24,108.5,109.175,4595858,500001317.33052856
2015-01-14,2015-01-14,14:03:36.180,14:39:41.121,109.17,109.98,108.97,109.6461,4565113,500044531.5053302
2015-01-14,2015-01-14,14:39:41.138,15:28:14.501,109.65,109.8782,109.07,109.65,4569253,500142975.67383176
2015-01-14,2015-01-14,15:28:14.756,15:59:48.730,109.605,109.9,109.38,109.72,4556766,500018559.8648332
2015-01-14,2015-01-14,15:59:48.789,16:00:00.103,109.72,109.81,109.7,109.8,5806238,637527351.4165332
2015-01-14,2015-01-15,16:00:00.701,9:31:43.069,109.8,110.66,108.62,109.41,3302928,500017645.44613314
2015-01-15,2015-01-15,9:31:43.069,9:47:10.063,109.41,109.8,108.32,108.62,4587645,500003820.87733245
2015-01-15,2015-01-15,9:47:10.063,10:05:14.632,108.62,108.83,107.54,107.99,4623275,500020564.75953543
2015-01-15,2015-01-15,10:05:14.674,10:28:17.277,107.99,108.78,107.75,108.7,4624869,500447134.7520354
2015-01-15,2015-01-15,10:28:17.353,11:03:18.576,108.7,108.84,108.01,108.08,4607810,500014879.1637372
2015-01-15,2015-01-15,11:03:18.577,11:28:24.195,108.08,109.96,107.13,107.21,4643758,500020806.213137
2015-01-15,2015-01-15,11:28:24.226,11:53:08.271,107.21,107.54,106.75,107.15,4667167,500007996.5227398
2015-01-15,2015-01-15,11:53:08.271,12:41:10.483,107.15,107.7692,106.9,106.93,4666376,500014311.82504094
2015-01-15,2015-01-15,12:41:10.483,13:22:33.550,106.93,108.4,106.66,107.3,4669383,500003562.70874107
2015-01-15,2015-01-15,13:22:33.550,14:25:16.558,107.3,107.4,106.97,107.25,4665971,500000978.35854
2015-01-15,2015-01-15,14:25:16.563,15:12:35.459,107.26,107.895,107.16,107.55,4645965,500004638.6342425
2015-01-15,2015-01-15,15:12:35.601,15:51:17.558,107.55,107.66,107.07,107.1,4657368,500002666.39874154
2015-01-15,2015-01-15,15:51:17.558,16:00:00.241,107.1,107.17,106.81,106.82,5115911,546843589.4268417
2015-01-15,2015-01-16,16:00:00.242,7:53:25.645,106.82,109.982,105.7,106.49,4242486,500009953.927142
2015-01-16,2015-01-16,7:53:25.645,9:30:00.007,106.5,107.45,106.25,107.03,5210119,557599860.3421421
2015-01-16,2015-01-16,9:30:00.008,9:44:58.605,107.07,107.58,106.97,107.03,4281429,516763149.7732443
2015-01-16,2015-01-16,9:44:58.785,10:00:27.998,107.04,107.2628,105.91,106.443,4542298,500025712.53514373
2015-01-16,2015-01-16,10:00:28.019,10:26:55.225,106.47,106.74,105.8699,106.46,4707225,500010826.2987418
2015-01-16,2015-01-16,10:26:55.225,10:58:15.664,106.46,107.03,105.96,106.63,4699067,500095506.597543
2015-01-16,2015-01-16,10:58:15.664,11:08:01.811,106.63,106.87,105.9517,106.545,6349843,676756591.2075433
2015-01-16,2015-01-16,11:08:02.969,11:09:38.908,106.5,106.6516,106.4,106.54,5177430,728345228.4758433
2015-01-16,2015-01-16,11:09:38.944,11:34:27.743,106.52,106.62,105.92,106.09,2557251,500005717.6442444
2015-01-16,2015-01-16,11:34:28.511,11:59:25.336,106.089,106.5763,105.25,105.47,4731514,500008176.0478458
2015-01-16,2015-01-16,11:59:25.336,12:37:06.020,105.47,105.9,105.2,105.44,4742237,500001963.2341457
2015-01-16,2015-01-16,12:37:06.021,13:19:32.791,105.44,106.1,105.32,105.7,4727136,500070015.1469471
2015-01-16,2015-01-16,13:19:32.800,14:13:53.722,105.7,105.93,105.28,105.72,4732043,500010234.85044724
2015-01-16,2015-01-16,14:13:53.723,14:57:37.005,105.72,105.9601,105.54,105.82,4739469,501481458.2578479
2015-01-16,2015-01-16,14:57:37.011,15:30:48.926,105.82,105.84,105.33,105.34,4718533,500001506.7260492
2015-01-16,2015-01-16,15:30:48.926,15:50:04.966,105.34,105.94,105.3,105.795,4733310,500015167.8420505
2015-01-16,2015-01-16,15:50:04.966,16:00:00.111,105.8,106.0,105.74,105.99,8198325,868434576.6799512
2015-01-16,2015-01-16,16:00:00.111,16:00:00.111,105.99,105.99,105.99,105.99,3712260,761897014.0799512
2015-01-16,2015-01-20,16:00:00.179,8:00:10.797,105.9401,107.55,104.3896,107.29,2248847,500447202.7998513
2015-01-20,2015-01-20,8:00:11.462,9:35:37.640,107.4,108.0,106.15,107.67,4645701,500743692.02275175
2015-01-20,2015-01-20,9:35:37.648,9:52:49.912,107.66,107.98,106.76,106.779,4652982,500164509.4753506
2015-01-20,2015-01-20,9:52:49.925,10:23:50.499,106.7799,107.6,106.65,107.16,4661200,500008391.9817514
2015-01-20,2015-01-20,10:23:50.499,11:08:52.232,107.16,107.35,106.5,107.0,4676822,500163557.3724513
2015-01-20,2015-01-20,11:08:52.354,12:12:13.384,107.01,107.39,106.7399,107.345,4669318,500076586.7115517
2015-01-20,2015-01-20,12:12:13.384,13:31:15.801,107.345,108.78,106.96,107.6745,4655001,500128758.33715224
2015-01-20,2015-01-20,13:31:16.657,14:32:07.454,107.6899,108.069,107.18,108.069,4637178,500010670.6331546
2015-01-20,2015-01-20,14:32:07.474,15:19:04.109,108.069,108.9667,107.918,108.64,4612802,500010581.55955416
2015-01-20,2015-01-20,15:19:04.109,15:57:33.240,108.64,108.8667,108.29,108.69,4605422,500021811.35275537
2015-01-20,2015-01-20,15:57:33.240,16:00:00.053,108.69,108.78,108.66,108.72,5663719,615790592.8510555
2015-01-20,2015-01-20,16:00:00.053,16:00:00.053,108.72,108.72,108.72,108.72,4471789,601963492.9310555
2015-01-20,2015-01-21,16:00:00.390,9:30:00.572,108.72,109.35,106.255,108.87,3955810,532298849.378055
2015-01-21,2015-01-21,9:30:00.573,9:42:16.886,108.87,109.64,108.27,109.3105,4297027,500240673.43335533
2015-01-21,2015-01-21,9:42:16.948,10:06:18.310,109.32,109.48,108.7,109.4632,4583696,500095900.54655594
2015-01-21,2015-01-21,10:06:18.439,10:29:25.908,109.45,110.14,109.07,110.0,4555895,500014921.6910573
2015-01-21,2015-01-21,10:29:25.924,10:54:41.354,110.01,110.89,108.95,110.89,4531493,500001479.92815673
2015-01-21,2015-01-21,10:54:41.354,11:29:38.941,110.89,111.06,110.1,110.695,4517486,500018011.8761547
2015-01-21,2015-01-21,11:29:38.945,12:31:09.707,110.7,110.88,110.35,110.44,4519674,500008273.4441531
2015-01-21,2015-01-21,12:31:09.707,13:30:17.631,110.44,110.44,109.63,109.67,4543912,500073424.103953
2015-01-21,2015-01-21,13:30:17.763,14:23:16.083,109.65,109.89,109.21,109.81,4566864,500482512.6622533
2015-01-21,2015-01-21,14:23:16.093,15:24:55.938,109.805,110.2,109.59,109.91,4543879,500001557.9640528
2015-01-21,2015-01-21,15:24:55.950,15:58:32.004,109.92,110.0,109.42,109.6,4558780,500019662.79045236
2015-01-21,2015-01-22,15:58:32.004,8:40:30.997,109.6,110.3988,108.8482,110.16,4563007,500010952.94375205
2015-01-22,2015-01-22,8:40:30.997,9:38:51.209,110.15,111.02,109.75,110.175,4525450,500000125.65465057
2015-01-22,2015-01-22,9:38:51.209,10:01:40.895,110.17,110.5393,109.72,110.3984,4542651,500086273.7604515
2015-01-22,2015-01-22,10:01:41.168,10:34:54.936,110.38,110.7,110.175,110.545,4524595,500006654.7807535
2015-01-22,2015-01-22,10:34:54.937,11:07:04.145,110.545,111.3226,110.4704,111.0796,4508042,500121053.11425287
2015-01-22,2015-01-22,11:07:05.112,11:45:42.506,111.07,111.67,110.99,111.645,4490043,500021586.24125206
2015-01-22,2015-01-22,11:45:42.506,12:39:28.458,111.645,111.67,111.17,111.3603,4486011,500000637.40115225
2015-01-22,2015-01-22,12:39:28.507,14:15:39.685,111.355,111.59,111.1101,111.581,4490599,500014250.6569508
2015-01-22,2015-01-22,14:15:40.413,15:03:51.517,111.585,112.06,111.49,112.05,4477335,500494120.93995076
2015-01-22,2015-01-22,15:03:51.571,15:37:04.331,112.055,112.47,111.96,112.085,4452643,500009572.42685044
2015-01-22,2015-01-22,15:37:04.333,16:00:00.008,112.09,112.41,112.05,112.4,8054873,904820499.2810493
2015-01-22,2015-01-22,16:00:00.008,16:00:00.008,112.4,112.4,112.4,112.4,4036213,858490840.4810493
2015-01-22,2015-01-22,16:00:00.049,16:14:16.897,112.39,112.43,111.2389,112.39,1333684,508373725.36034906
2015-01-22,2015-01-22,16:14:17.123,17:16:47.759,112.39,112.43,111.29,112.4,4440741,507505856.3964488
2015-01-22,2015-01-23,17:16:59.066,9:38:06.083,112.37,112.7,111.65,112.0,4391742,500038420.48115283
2015-01-23,2015-01-23,9:38:06.084,10:02:05.178,112.0,112.84,111.53,112.51,4458089,500004255.4185563
2015-01-23,2015-01-23,10:02:05.423,10:47:34.883,112.51,112.5399,111.77,111.88,4456127,500002180.32385516
2015-01-23,2015-01-23,10:47:35.452,11:47:33.401,111.875,112.7,111.82,112.7,4453904,500070590.61165595
2015-01-23,2015-01-23,11:47:33.475,12:49:03.202,112.7,112.91,112.515,112.82,4434682,500052855.5098554
2015-01-23,2015-01-23,12:49:04.478,13:38:32.624,112.8201,113.39,112.73,113.35,4420917,500000504.0132559
2015-01-23,2015-01-23,13:38:32.624,14:20:27.482,113.35,113.75,113.1501,113.25,4404998,500004769.0942555
2015-01-23,2015-01-23,14:20:27.488,15:04:32.234,113.241,113.52,112.81,112.995,4416599,500058755.51105547
2015-01-23,2015-01-23,15:04:32.249,15:49:29.157,113.0,113.2701,112.846,112.978,4425395,500023468.571659
2015-01-23,2015-01-23,15:49:30.113,16:00:00.105,112.98,113.1102,112.8,112.98,4687679,529505601.29375905
2015-01-23,2015-01-23,16:00:00.105,16:40:39.500,112.98,113.1236,112.2975,112.98,4273601,512298422.034359
2015-01-23,2015-01-26,16:41:42.615,9:35:56.429,112.85,114.03,111.63,113.44,4295795,500057312.1515601
2015-01-26,2015-01-26,9:35:56.608,9:53:44.659,113.44,113.91,113.142,113.6399,4399735,500017066.321461
2015-01-26,2015-01-26,9:53:44.962,10:23:10.451,113.6399,113.84,113.26,113.521,4402464,500004261.8694636
2015-01-26,2015-01-26,10:23:10.462,10:56:24.345,113.525,114.23,113.42,114.201,4394038,500084411.48596424
2015-01-26,2015-01-26,10:56:24.391,11:34:51.582,114.201,114.3626,113.85,113.89,4379370,500007408.851763
2015-01-26,2015-01-26,11:34:51.583,12:15:35.359,113.89,113.99,113.3839,113.5,4405444,500675786.8698653
2015-01-26,2015-01-26,12:15:35.364,13:22:19.796,113.47,113.75,113.31,113.49,4398145,500001595.29566664
2015-01-26,2015-01-26,13:22:19.924,14:22:59.463,113.4972,113.8101,113.4125,113.69,4398313,500021407.90356636
2015-01-26,2015-01-26,14:22:59.510,14:58:48.528,113.7,113.79,112.9,113.199,4411747,500032833.70206577
2015-01-26,2015-01-26,14:58:48.530,15:38:00.309,113.2,113.38,112.87,113.0,4421781,500029432.2938669
2015-01-26,2015-01-26,15:38:00.309,16:00:00.115,113.0,113.26,112.8,113.1,8543091,966044209.6986685
2015-01-26,2015-01-26,16:00:00.115,16:00:00.115,113.1,113.1,113.1,113.1,4715890,999411368.6986685
2015-01-26,2015-01-26,16:00:00.822,16:00:02.810,113.1299,113.1299,113.03,113.1,9658,500503632.0377685
2015-01-26,2015-01-27,16:00:07.430,8:32:21.979,113.09,113.95,112.19,112.19,4418459,500206988.3197681
2015-01-27,2015-01-27,8:32:21.980,9:33:38.541,112.15,112.7,111.01,111.299,4461125,500160233.39126956
2015-01-27,2015-01-27,9:33:38.541,9:43:21.768,111.296,111.73,110.54,111.67,4496573,500139698.43226856
2015-01-27,2015-01-27,9:43:21.862,10:02:18.933,111.65,111.68,110.83,111.2801,4496284,500023159.7566683
2015-01-27,2015-01-27,10:02:18.936,10:30:10.220,111.29,112.43,110.68,110.685,4502384,500007202.5099695
2015-01-27,2015-01-27,10:30:10.220,10:45:51.134,110.69,112.42,109.75,109.82,4532907,500000534.11986876
2015-01-27,2015-01-27,10:45:51.135,11:13:09.275,109.82,110.42,109.75,110.359,4541299,500002620.4277696
2015-01-27,2015-01-27,11:13:09.275,11:42:37.900,110.36,110.84,110.12,110.78,4524070,500002403.2504693
2015-01-27,2015-01-27,11:42:37.900,12:25:59.397,110.78,110.93,110.25,110.705,4519479,500007263.05347055
2015-01-27,2015-01-27,12:25:59.398,12:57:29.530,110.69,111.4,110.425,111.17,4498026,500060960.30707264
2015-01-27,2015-01-27,12:57:29.530,13:35:18.588,111.17,111.61,111.1176,111.41,4488634,500047552.59207356
2015-01-27,2015-01-27,13:35:18.665,14:09:39.331,111.43,111.54,110.68,110.837,4502187,500125138.4133752
2015-01-27,2015-01-27,14:09:39.389,14:51:46.841,110.84,111.32,110.72,111.24,4500599,500006817.8626781
2015-01-27,2015-01-27,14:51:46.841,15:20:51.070,111.24,111.4,110.58,110.59,4502750,500008353.0013785
2015-01-27,2015-01-27,15:20:51.071,15:40:01.956,110.59,110.6,110.24,110.31,4527476,500007082.4084814
2015-01-27,2015-01-27,15:40:01.956,15:52:42.525,110.31,110.44,109.69,109.705,4542616,500077377.6547845
2015-01-27,2015-01-27,15:52:42.542,15:58:43.958,109.705,110.07,109.3,109.3001,4562850,500031745.88018894
2015-01-27,2015-01-27,15:58:43.959,16:00:00.235,109.3199,109.32,109.0001,109.14,7473486,815714634.7511891
2015-01-27,2015-01-27,16:00:00.395,16:29:08.915,109.132,112.4075,109.11,110.25,1685116,500172509.3186895
2015-01-27,2015-01-27,16:29:08.915,16:33:35.872,110.25,116.46,109.14,115.22,4361025,500037618.82598954
2015-01-27,2015-01-27,16:33:35.875,16:42:43.284,115.22,115.47,114.16,114.88,4369789,501770588.8140902
2015-01-27,2015-01-27,16:42:43.285,17:09:18.016,114.81,115.15,109.14,114.53,4348141,500001530.72909063
2015-01-27,2015-01-27,17:09:18.016,19:56:09.709,114.53,115.5,109.14,115.25,4356700,500084880.239191
2015-01-27,2015-01-28,19:56:11.536,8:33:14.037,115.25,119.25,114.3,117.91,4243980,500073405.9150907
2015-01-28,2015-01-28,8:33:14.040,9:30:00.360,117.91,118.34,117.0,117.56,5351654,629875978.7592908
2015-01-28,2015-01-28,9:30:00.361,9:30:22.699,117.56,117.91,117.39,117.86,3148052,500037474.32639194
2015-01-28,2015-01-28,9:30:22.700,9:33:21.733,117.86,117.92,117.1,117.12,4257984,500109522.6555919
2015-01-28,2015-01-28,9:33:21.779,9:36:01.893,117.13,117.35,116.12,116.155,4278972,500012829.13779086
2015-01-28,2015-01-28,9:36:01.893,9:39:24.751,116.155,117.35,115.8352,116.575,4300445,500059324.330392
2015-01-28,2015-01-28,9:39:24.801,9:43:14.346,116.5836,117.37,116.56,117.15,4269127,500028703.0282904
2015-01-28,2015-01-28,9:43:14.353,9:47:51.980,117.15,117.59,116.7705,117.58,4257689,500010037.52628976
